target,text,text_stem,text_lem,glove_cnn_label,glove_lstm_nn_label
0,sure thing friend still answer,sure thing friend still answer tattoo,sure thing friend still answer tattoo,0.29731083,0.63993055
1,im glad ur back much bs around missed ya,im glad ur back much bs around miss ya,im glad ur back much around missed ya,0.2698035,0.47246358
1,followfriday gorgeous actress whose tweets full wit love,followfriday gorgeous actress whose tweet full wit intellig love,followfriday gorgeous actress whose tweet full wit love,0.99894613,0.96734244
1,looking new sms sending solution get free sms every,look new sms send solut get free sms everi,looking new sm sending solution get free sm every,0.81766194,0.7998462
0,still shock friend jumping,still shock friend jump,still shock friend jumping,0.3026348,0.17247522
0,nice glad least worked see half images etsy,nice glad least work see half imag etsi,nice glad least worked see half image etsy,0.97741985,0.9762689
0,transformers already sold friday night sucks lol,transform alreadi sold friday night suck lol,transformer already sold friday night suck lol,0.014751896,0.07612709
1,great,great,great,0.86863995,0.90899
1,vacation dr appt drop cleaning hitting gym day one smoking lets see goes,vacat dr appt drop clean hit gym day one smoke let see goe,vacation dr appt drop cleaning hitting gym day one smoking let see go,7.995835e-07,0.31559172
0,someone called replying everyones squarespace tweets quot shut quot annoying rude,someon call repli everyon squarespac tweet quot shut quot annoy rude,someone called replying everyones squarespace tweet quot shut quot annoying rude,0.9980763,0.45340738
0,cant handle anymore,cant handl anymor,cant handle anymore,0.020352576,0.023625553
1,hahaha yeah right spirit,hahaha yeah right spirit,hahaha yeah right spirit,0.73923784,0.9145523
0,headache today,headach today,headache today,0.008827744,0.005148169
1,wanna share,wanna share,wanna share,0.6112772,0.5007026
1,gahh looks delicious eat,gahh look delici eat,gahh look delicious eat,0.5530707,0.8144077
0,would wanna spoiled haha trying cry totally miss,would wanna spoil haha tri cri total miss,would wanna spoiled haha trying cry totally miss,0.08271487,0.06509594
0,hate thunder storms,hate thunder storm,hate thunder storm,0.094595954,0.013789274
1,last one today beautiful person,last one today beauti person,last one today beautiful person,0.9325701,0.8588786
1,fave ever album want played funeral true,fave ever album want play funer true,fave ever album want played funeral true,0.4144206,0.48467368
0,missing already,miss alreadi,missing already,0.017638192,0.0045470223
1,home ikea wife curry night friends tonight time,home ikea wife curri night friend tonight time,home ikea wife curry night friend tonight time,0.92826957,0.7762577
1,listening doors,listen door,listening door,0.9085149,0.90017325
1,well going softball game getting ice lol,well go softbal game get ice lol,well going softball game getting ice lol,0.8366145,0.7561007
1,love quot angel music,love quot angel music,love quot angel music,0.99604625,0.93903184
1,haha lol thats brilliant put,haha lol that brilliant put,haha lol thats brilliant put,0.96963274,0.9249757
0,oh dude forever want,oh dude forev want,oh dude forever want,0.31762284,0.24907096
1,good points updating color fall hard amp,good point updat color fall hard amp,good point updating color fall hard amp,0.99826884,0.7696782
0,took beer away work lol,took beer away work lol,took beer away work lol,0.22709629,0.5615659
0,hate probably fake account want nightmare updates,hate probabl fake account want nightmar updat,hate probably fake account want nightmare update,0.0025908637,0.03161789
0,bro playing mom making mind nothing nice,bro play mom craft make mind noth nice,bro playing mom craft making mind nothing nice,0.83955604,0.53193396
1,falling love click five,fall love click five,falling love click five,0.70267427,0.7323496
1,says good evening,say good even,say good evening,0.92194885,0.9544584
1,cant wait till trip san gonna awsome,cant wait till trip san gonna awsom,cant wait till trip san gonna awsome,0.92270213,0.917712
0,massive mouth made difficult eat talk know like tragic,massiv mouth made difficult eat talk know like tragic,massive mouth made difficult eat talk know like tragic,0.019506792,0.027800476
1,gorgeous movie stayed around see name,gorgeous movi stay around see name,gorgeous movie stayed around see name,0.87030417,0.8695984
1,omg magic,omg magic,omg magic,0.60530984,0.74992484
0,sigh actually nice person,sigh actual tear nice person,sigh actually nice person,0.12471022,0.51329565
1,haha soo makes unique,haha soo make uniqu,haha soo make unique,0.9978212,0.9893701
1,garden centre played week old,garden centr play week old,garden centre played week old,0.15621062,0.7810638
0,thank lt hope missed parties already,thank lt hope miss parti alreadi,thank lt hope missed party already,0.09227833,0.69612
0,power seriously get park control really wish able know driving hotel,power serious get park control realli wish abl know drive hotel,power seriously get park control really wish able know driving hotel,0.587092,0.09978081
1,thanks turn around bright eyes running head day,thank turn around bright eye run head day,thanks turn around bright eye running head day,0.52212656,0.84547853
0,ummm falling mum,ummm fall mum,ummm falling mum,0.24857397,0.3677088
1,one hell man well done thank sharing even like hour late,one hell achiev man well done thank share even like hour late,one hell man well done thank sharing even like hour late,0.15702097,0.56047344
1,hn thing love,hn thing love idiot,hn thing love idiot,0.881004,0.92675805
1,love better come dinner tonight cuz way much food,love better come dinner tonight cuz way much food,love better come dinner tonight cuz way much food,0.2162148,0.50393885
1,staying hunting room nice dreams matt,stay hunt room nice dream matt,staying hunting room nice dream matt,0.8625078,0.78554213
0,head garage door,slice head garag door,head garage door,0.34332094,0.22886547
0,sad day thinking wish could,sad day think wish could,sad day thinking wish could,0.0032735972,0.005904194
1,good morning tweets sunny sunday breakfast balcony,good morn tweet sunni sunday breakfast balconi,good morning tweet sunny sunday breakfast balcony,0.9488796,0.9002507
1,finally finished little prince soo good,final finish littl princ soo good,finally finished little prince soo good,0.9454591,0.94913083
0,ups came way earlier usual go center get gs tonight,up came way earlier usual go center get gs tonight,ups came way earlier usual go center get tonight,0.37199634,0.32774797
0,years since died still miss,year sinc die still miss,year since died still miss,0.028814036,0.030893572
0,omg cubs sox game today nervous wow many days even noticed hehe,omg cub sox game today nervous wow mani day even notic hehe,omg cub sox game today nervous wow many day even noticed hehe,0.6733486,0.44510835
1,watching said,watch said,watching said,0.9104447,0.65490335
1,okay call quot people started real life club internet club quot,okay call quot peopl start real life club internet club quot,okay call quot people started real life club internet club quot,0.42744544,0.74842125
1,going one boat,go one rocket boat,going one rocket boat,0.7315153,0.7034878
1,hope wrong,hope wrong,hope wrong,0.26633015,0.17027994
1,mind muscle,mind muscl,mind muscle,0.09042428,0.37740654
1,tom best thing heard month,tom best thing heard month,tom best thing heard month,0.6333065,0.70632607
1,knew wen young well,knew wen young well,knew wen young well,0.45357332,0.7355768
1,yea jus doin wat police said think found car hit rip thanks babe,yea jus doin wat polic said think found car hit rip thank babe,yea jus doin wat police said think found car hit rip thanks babe,0.033281066,0.29940173
1,ew,ew,ew,0.055036727,0.09715109
1,listening new single quot alright quot ashley totally awesome,listen new singl quot alright quot ashley total awesom,listening new single quot alright quot ashley totally awesome,0.9891299,0.99101907
1,something funny happened,someth funni happen,something funny happened,0.15291364,0.5469565
0,think til sun,think til sun,think til sun,0.56589305,0.17084767
1,think deserve coz graduating years uni,think deserv coz graduat year uni,think deserve coz graduating year uni,0.001032174,0.42996982
1,um twitter,um twitter,um twitter,0.53360313,0.7267497
1,name angel love heaven white knight think said already,name angel love heaven white knight think said alreadi,name angel love heaven white knight think said already,0.98279256,0.79966706
0,oh noes thinks something wrong going hours feeling tired,oh noe think someth wrong go hour feel tire,oh no think something wrong going hour feeling tired,5.3134e-06,0.003306301
0,goes going,goe go,go going,0.6248935,0.32649082
0,ugh getting want rain hopefully second shift gets rained,ugh get want rain hope second shift get rain,ugh getting want rain hopefully second shift get rained,0.00018281491,0.009416907
0,using hardly get day bold amp crap go day without,use hard get day bold amp annoy crap go day without,using hardly get day bold amp crap go day without,0.013317808,0.07620667
1,way drug test new job,way drug test new job,way drug test new job,0.57210046,0.63925683
1,head first really good song stop hearing amazing job,head first realli good song stop hear amaz job,head first really good song stop hearing amazing job,0.94322133,0.8894197
0,jus watched boy ending tears,jus watch boy stripe end tear,jus watched boy ending tear,0.09177639,0.16412133
1,hi taylor hope win,hi taylor hope win,hi taylor hope win,0.8315533,0.9123528
0,want work today,want work today,want work today,0.023105424,0.034205835
0,get go school,get go school,get go school,0.30324432,0.15218346
0,didnt get txt old number chance,didnt get txt old number chanc,didnt get txt old number chance,0.15456371,0.18263012
1,thought one bad phone coverage office know one,thought one bad phone coverag offic know one,thought one bad phone coverage office know one,0.45798385,0.054787014
0,missing someone much,miss someon much,missing someone much,0.064804666,0.01560297
0,zoo closed house boo,zoo close hous dark boo,zoo closed house boo,0.06925381,0.031861827
1,yep unpacking boxes put fun guess day busy one meetings,yep unpack box decid put fun guess day busi one meet,yep unpacking box put fun guess day busy one meeting,0.9191907,0.35315162
0,potential never realized would hard,avoid potenti never realiz would hard,avoiding potential never realized would hard,0.3826503,0.3810112
0,sad upgrade iphone gs depressing,sad upgrad iphon gs depress,sad upgrade iphone depressing,0.0006753577,0.00022838166
0,able talk sup wit,abl talk sup wit,able talk sup wit,0.058953363,0.34357637
0,haha btw next week im gone,haha btw next week im gone,haha btw next week im gone,0.13230745,0.29830515
1,thanks following,thank follow,thanks following,0.96293265,0.98661906
0,suddenly everything feels different,sudden everyth feel differ,suddenly everything feel different,0.6500988,0.35937497
0,got gcse nd im year im yet fair,got gcse nd im year im ment yet fair,got gcse nd im year im yet fair,0.11038264,0.09950253
0,many levels pissed,disturb mani level piss,many level pissed,0.031064004,0.049219713
0,something opened spilled clothes,someth open spill cloth suitcas,something opened spilled clothes suitcase,5.9448426e-05,0.08127902
0,yucky lol thanks asking like two fair,yucki lol thank ask like two fair,yucky lol thanks asking like two fair,0.078755066,0.54783326
1,lot lot lot lot lot lot lot lot lot lot lot lot,lot lot lot lot lot lot lot lot lot lot lot lot,lot lot lot lot lot lot lot lot lot lot lot lot,0.595333,0.6143386
0,gonna go prepare go still find keys anyway already checked fridge,gonna go prepar go still find key anyway alreadi check fridg,gonna go prepare go still find key anyway already checked fridge,0.017776342,0.41271946
1,phone died charging right charged somewhat charged,phone die charg right bbm charg somewhat charg,phone died charging right bbm charged somewhat charged,0.12746842,0.027123896
0,yay working agh sunburnt,yay work agh sunburnt,yay working agh sunburnt,3.516631e-07,0.22301063
0,nope gone,nope gone,nope gone,0.05189132,0.10200017
0,well weather see day goes lots work done home,well weather tempt see day goe lot work done home,well weather see day go lot work done home,0.7243454,0.5043958
1,building home day today east bay,build home day today human east bay,building home day today east bay,0.736069,0.70036495
0,feel today,feel today,feel today,0.123692915,0.10116253
0,sadly research articles finish,brief sad research articl finish,sadly research article finish,0.0019712753,0.053684354
0,way start tha day terrible headache,way start tha day terribl headach,way start tha day terrible headache,0.000589238,0.016707813
0,figured sound like might keep sites like,figur sound like might keep site like,figured sound like might keep site like,0.6812424,0.7933367
1,happy afraid time write weekend must write week,happi afraid time write weekend must write week,happy afraid time write weekend must write week,0.40966794,0.4050708
0,hates monday wanna work today gorgeous day,hate monday wanna work today gorgeous day,hate monday wanna work today gorgeous day,0.1566754,0.12714629
1,going sleep,go sleep,going sleep,0.4844666,0.55201405
0,pulled outta shit hurts,pull outta shit hurt,pulled outta shit hurt,0.0017006706,0.028269552
0,comes super early go bed,come super earli go bed,come super early go bed,0.6067711,0.5466873
0,miss mom today ever please support pray happy mother day,miss mom today ever pleas support pray happi mother day,miss mom today ever please support pray happy mother day,0.6997549,0.28795168
0,al kind guilty pleasure wanted sleep little bit blame,al kind guilti pleasur want sleep littl bit blame,al kind guilty pleasure wanted sleep little bit blame,0.37984183,0.69455165
0,two freaking early signs ill personal care,two freak earli sign ill person care,two freaking early sign ill personal care,0.024270551,0.57679015
1,student talk digital,prep student talk digit,student talk digital,0.6178398,0.73365164
1,hey,hey,hey,0.91383064,0.93227357
1,mark daniel gimme break,mark daniel gimm break,mark daniel gimme break,0.9316119,0.7768456
0,nowhere around go get ireland sux lack asian food,nowher around go get ireland sux lack asian food awesom,nowhere around go get ireland sux lack asian food,0.0110849235,0.123482384
0,susan boyle came nd britain got talent hoping would win,susan boyl came nd britain got talent hope would win,susan boyle came nd britain got talent hoping would win,0.33619276,0.475614
0,english watchin film xx,english watchin film xx,english watchin film xx,0.859517,0.8548789
0,good luck yay saving electricity tx open windows longer,good luck yay save electr tx open window longer possibl,good luck yay saving electricity tx open window longer possibility,0.00037085314,0.33045545
1,city def,citi complex def,city complex mo def,0.9714244,0.9458721
1,okay heading office beautiful inspired day,okay head offic beauti inspir day,okay heading office beautiful inspired day,0.86537313,0.9334676
0,bored bad weather hates cold,bore bad weather hate cold,bored bad weather hate cold,0.002138546,0.004227826
1,officially updated first time like month interested read read,offici updat first time like month interest read read whatev,officially updated first time like month interested read read,0.78764844,0.92532206
1,oh awesome good luck doubt btw,oh awesom good luck doubt btw,oh awesome good luck doubt btw,0.9718493,0.9725892
1,sea back good old days north would stop scott dairy freeze north yummy,sea back good old day north would stop scott dairi freez north yummi,sea back good old day north would stop scott dairy freeze north yummy,0.14647359,0.80520284
1,ok fast comes wonder lol xx,ok fast come wonder lol xx,ok fast come wonder lol xx,0.7855994,0.7788656
0,family friends dinner eric hot gosh food prepare gain,famili friend dinner eric hot gosh food prepar gain,family friend dinner eric hot gosh food prepare gain,0.12240202,0.5965341
1,oh killers jonathan ross thanks,oh killer jonathan ross thank,oh killer jonathan ross thanks,0.9346196,0.87338144
1,wow sweet thing say,wow sweet thing say,wow sweet thing say,0.8067712,0.93786776
1,leaving prepare din din tweet ya later,leav nest prepar din din tweet ya later,leaving nest prepare din din tweet ya later,0.53128576,0.77396077
1,food complete time chocolate milk business card entry creative coffee tonight,food complet time chocol milk busi card entri creativ coffe tonight,food complete time chocolate milk business card entry creative coffee tonight,0.19419453,0.88731784
0,extra sleepy morning another long busy day work must wake,extra sleepi morn anoth long busi day work must wake,extra sleepy morning another long busy day work must wake,0.07487782,0.33402574
0,aw go see quot moon quot tomorrow,aw go see quot moon quot tomorrow,aw go see quot moon quot tomorrow,0.8914684,0.28864652
0,going say something people would think anyway lower half aches gym,go say someth peopl would think pun anyway lower half ach gym,going say something people would think pun anyway lower half ache gym,0.02440996,0.26040596
1,good time beautiful day,good time beauti day,good time beautiful day,0.94889545,0.9813472
1,day,day,day,0.60230935,0.60409564
0,wake,wake,wake,0.49625793,0.35030007
1,im excited sisters ryan hope guys blast love,im excit sister ryan hope guy blast love,im excited sister ryan hope guy blast love,0.80857843,0.9787113
0,make attend summer school great time,make attend summer school great time,make attend summer school great time,0.86703897,0.6467906
0,survive long distance relationship want go cannot heart help find key,surviv long distanc relationship want go cannot unlock heart help find key,survive long distance relationship want go cannot heart help find key,0.02044098,0.20686053
0,ok proposal gone baby gone research report mine must read,ok propos gone babi gone shit research report mine must read,ok proposal gone baby gone research report mine must read,0.007842239,0.38716078
1,take credit someone show,take credit someon show,take credit someone show,0.23665912,0.3782196
0,traffic literally right tears,traffic liter right tear,traffic literally right tear,0.02218004,0.058188748
1,gonna go dont people stairs drive im bored,gonna go dont ar peopl stair drive im bore,gonna go dont people stair drive im bored,0.025205342,0.07978253
1,life knees remember perfect position pray,life knock knee rememb perfect posit pray,life knock knee remember perfect position pray,0.444517,0.7841125
0,ugh hate frustrating,ugh hate frustrat,ugh hate frustrating,0.0006641912,0.005023242
0,last day vacation,last day vacat,last day vacation,0.056990262,0.09564989
0,exhausted passing meh wanna work tomorrow,exhaust pass meh wanna work tomorrow,exhausted passing meh wanna work tomorrow,0.011699629,0.040110033
0,one happier one fav jobs bad,one happier one fav job bad,one happier one fav job bad,0.124698564,0.42980433
1,holly,holli,holly,0.9094397,0.6157786
1,currently hospital visiting new born cousin,current hospit visit new born cousin,currently hospital visiting new born cousin,0.8311906,0.47277886
0,parents must dissapointed,parent must dissapoint,parent must dissapointed,0.011092678,0.0759308
1,wanted say congrats success tell well grounded makes awesome,want say congrat success tell well ground make awesom,wanted say congrats success tell well grounded make awesome,0.82737213,0.9435978
1,sexy cat knows else would,sexi costum cat costum know els would,sexy costume cat costume know else would,0.54779917,0.7109337
1,goodmorning world,goodmorn world,goodmorning world,0.99808073,0.9779952
1,thanks,thank,thanks,0.9422115,0.96652806
0,yeah keep thinking hubby like names going happen lol,yeah keep think hubbi like name go happen lol,yeah keep thinking hubby like name going happen lol,0.49623132,0.63469976
1,normally writers page,normal writer accent page nate,normally writer accent page,0.55620223,0.7249723
1,night everyone good dont let bed bite drink juice wanna get drunk hangover nighty,night everyon good dont let bed bite drink liter juic wanna get drunk hangov nighti,night everyone good dont let bed bite drink juice wanna get drunk hangover nighty,0.6492758,0.81959426
0,ah yes freedom short lived design work called back reality sigh,ah yes freedom short live duti design work call back realiti sigh,ah yes freedom short lived duty design work called back reality sigh,0.024753965,0.1958954
0,must stay motivated friend go go,must stay motiv flake friend go go,must stay motivated friend go go,0.31780297,0.12595327
0,airport laid america airport duty free closed though,airport brilliant laid embarrass dull america capit airport duti free close though,airport laid america airport duty free closed though,0.0019759696,0.19236645
1,goooood getting day started,goooood get day start,goooood getting day started,0.5672868,0.58683574
1,community college students get opportunity next year today going try fix,communiti colleg student get opportun grant next year today go tri fix,community college student get opportunity grant next year today going try fix,0.56750184,0.6355895
0,itchy eyes,itchi eye,itchy eye,0.013557742,0.03351344
1,thx next two years,thx next two year,thx next two year,0.9157664,0.86795866
0,good health amp helping www co uk website vision amp business never better,promot good sexual health amp help www co uk websit vision amp busi never better,good health amp helping www co uk website vision amp business never better,0.42618406,0.71895534
0,best love give mail want write cant,best love give mail want write cant,best love give mail want write cant,0.5713972,0.4895439
0,goin today wit fam grandparents wanna stay trip dont want,goin today wit fam grandpar wanna stay trip dont want,goin today wit fam grandparent wanna stay trip dont want,0.0034044255,0.12697425
0,im tonight one wants im happy say decide yesterday favorite,im tonight one want im happi say decid yesterday ann favorit,im tonight one want im happy say decide yesterday anne favorite,0.71440876,0.8293201
0,extremely tired need sleep also hw,extrem tire need sleep also hw,extremely tired need sleep also hw,0.03139838,0.028062042
1,neck killing sitting computer day work look,neck kill sit comput day work look,neck killing sitting computer day work look,0.12376273,0.051898234
0,new id pic didnt turn good,new id pic didnt turn good,new id pic didnt turn good,0.24407102,0.5451164
0,wanna put song cant scary rock music old band,wanna put song cant scari rock music uncl old band,wanna put song cant scary rock music uncle old band,0.06877576,0.22506846
1,hah day tell love like love nice day,hah day tell love like love nice day,hah day tell love like love nice day,0.98065627,0.97193956
0,got eyes lol,got eye lol,got eye lol,0.42099148,0.5845816
0,yikes asleep,yike asleep,yikes asleep,0.008029761,0.08805454
1,tomorrow wanna get,tomorrow wanna get,tomorrow wanna get,0.28016973,0.23488405
0,camping looked fun last night gutted go,camp look fun last night gut go,camping looked fun last night gutted go,0.07105612,0.039321195
1,go game quot power quot vote quot cam quot online cam ftw,go bull game quot power quot vote quot cam quot onlin cam ftw,go bull game quot power quot vote quot cam quot online cam ftw,0.97710115,0.8074351
0,going shower today looks like going rain,go shower today look like go rain,going shower today look like going rain,0.1456791,0.07512099
1,already ordered birthday gifts,alreadi order birthday gift,already ordered birthday gift,0.9261201,0.87193215
0,seriously day,serious day,seriously day,0.22165205,0.17776935
0,mother day ever soo sad right,mother day ever soo sad right,mother day ever soo sad right,0.018390408,0.0049540275
0,argh tell going change style see people see style error,argh tell go chang style see entri peopl see entri style error,argh tell going change style see entry people see entry style error,0.5580593,0.036225725
1,man asshole hungry want spicy chicken,man asshol hungri want spici chicken,man asshole hungry want spicy chicken,0.004299708,0.102273755
0,probably would like get money back getting burning crap switch seats,probabl would like get money back get burn crap switch seat,probably would like get money back getting burning crap switch seat,0.00028755478,0.1538974
0,damn concert going see,damn concert go see,damn concert going see,0.49630412,0.19072784
0,scared arms feet chest burn tan want sort walk around behind umbrella,scare arm feet chest burn tan want sort walk around behind umbrella shade,scared arm foot chest burn tan want sort walk around behind umbrella shade,0.000621336,0.096559525
1,thank god,thank god,thank god,0.95190513,0.8843194
1,prob im wat part,prob im queen wat part,prob im queen wat part,0.010877443,0.48635578
0,yea used go time guys work eat deal maybe one reasons closing,yea use go time guy work eat deal mayb one reason close,yea used go time guy work eat deal maybe one reason closing,0.037248038,0.3163841
1,nice,nice conclus,nice,0.84472287,0.85538626
0,rip ipod gym time bestie woohoo,rip ipod gym time besti woohoo,rip ipod gym time bestie woohoo,0.69950944,0.17737408
1,sounds terrible call quot thought quot time,sound terribl call quot thought gather quot time,sound terrible call quot thought gathering quot time,0.5360938,0.2185407
0,mad excited go rain,mad excit go rain,mad excited go rain,0.32245752,0.14350027
0,skipping last class im really sleepy didnt sleep well last night,skip last class im realli sleepi didnt sleep well last night,skipping last class im really sleepy didnt sleep well last night,0.103161104,0.12862743
0,everyone sad,everyon sad,everyone sad,0.010460829,0.004159249
0,need,need,need,0.26726204,0.29171765
1,getting ready leave recital excited,get readi leav recit excit,getting ready leave recital excited,0.7567153,0.8405957
1,put new paul exam block best happy chill nothing play guitar,put new string les paul exam block best happi chill noth play guitar,put new string le paul exam block best happy chill nothing play guitar,0.56488717,0.6286893
1,round house man hahah field people dirty minds blah blah say say talent,round zoe hous man hahah cream field peopl dirti mind blah blah say say talent,round house man hahah field people dirty mind blah blah say say talent,0.30579865,0.5310402
0,ok thanks anyway,ok thank anyway,ok thanks anyway,0.8729139,0.8668791
1,bay area nice little chill night perfect,bay area nice littl chill night perfect,bay area nice little chill night perfect,0.94367856,0.9837812
0,oh oh apart yes really called though,oh oh apart yes realli call though,oh oh apart yes really called though,0.39013237,0.46672598
1,please let halo reach based book halo fall reach absolutely amazing baby,pleas let halo reach base book halo fall reach absolut amaz babi,please let halo reach based book halo fall reach absolutely amazing baby,0.89814395,0.915837
0,tidy room,tidi room,tidy room,0.4982452,0.32419497
1,okay finished business still totally always morrow night night tweeple,okay finish busi still total unpack alway morrow night night tweepl,okay finished business still totally always morrow night night tweeple,0.73267305,0.8646862
1,sometimes still love,sometim still love,sometimes still love,0.5307207,0.6572851
1,getting back work everybody sunday going,get back work everybodi sunday go,getting back work everybody sunday going,0.52207446,0.49356127
1,cant wait finish,cant wait finish,cant wait finish,0.68659085,0.9175868
0,woke fr hr nd half nap really dun feel gud,woke fr hr nd half nap realli dun feel gud,woke fr hr nd half nap really dun feel gud,0.88363373,0.45224026
0,believe behind pa cool,believ behind pa poll cool utter lack possibl,believe behind pa cool lack possibility,0.18239525,0.41834825
0,wish sometimes awkward feels like lost middle sea,wish disappear sometim cave awkward feel like lost middl sea,wish disappear sometimes awkward feel like lost middle sea,0.001602996,0.04254157
1,think male week feeling tired emotional pass,think male week feel tire emot pass,think male week feeling tired emotional pas,0.11232061,0.22000642
0,miss,miss,miss,0.06592389,0.06566225
0,dont worry missing face,dont worri miss booti face,dont worry missing booty face,0.026911005,0.30904788
1,lunch watching television,lunch watch televis,lunch watching television,0.96769327,0.86278534
0,think imma die soon feel like shit dude ugh,think imma die soon feel like shit dude ugh,think imma die soon feel like shit dude ugh,0.002014253,0.020849314
1,buy chuck people chuck,buy chuck peopl chuck,buy chuck people chuck,0.89378476,0.7742882
0,send way raining,send way rain,send way raining,0.21669517,0.115628585
1,want power skin,want power diamond skin,want power diamond skin,0.08770658,0.15920235
0,today going difficult ugh,today go difficult ugh,today going difficult ugh,0.01985794,0.041116018
0,want one new pen quality photos,want one new pen produc qualiti photo,want one new pen quality photo,0.30171496,0.70290065
0,wish taco bell fuck del taco da face,wish taco bell fuck del taco da face,wish taco bell fuck del taco da face,0.99996483,0.20124921
0,background change colors,background chang color,background change color,0.8413993,0.721258
1,lol must new,lol must new,lol must new,0.7401683,0.8820847
1,wanted people see least everyday month hope google like,want peopl see least everyday month hope googl like,wanted people see least everyday month hope google like,0.23372269,0.5196747
1,taking random pics turned pretty good haha,take random pic turn pretti good haha,taking random pic turned pretty good haha,0.94027567,0.9668151
0,twitter mean things twice,twitter mean twitt thing twice sowwi,twitter mean thing twice,0.6646902,0.34992492
0,much much dying,much much die,much much dying,0.08989571,0.04140414
1,went great fun still texas,went great fun still texa,went great fun still texas,0.48579752,0.41958186
1,home hanging,home hang priceless,home hanging,0.7817669,0.7914746
1,night,night,night,0.6772719,0.8567641
1,idea much appreciate friendship lt,idea much appreci friendship lt,idea much appreciate friendship lt,0.8750662,0.913155
1,looking flight sims suggestions,look flight sim suggest,looking flight sims suggestion,0.281689,0.782113
1,know thank come admit jon lol,know thank come admit entertain jon lol,know thank come admit jon lol,0.94321734,0.88661224
1,good morning twitter world may finally time lucky,good morn twitter world may final time lucki,good morning twitter world may finally time lucky,0.9423073,0.97068787
1,paul says quot research quot,paul say quot research quot,paul say quot research quot,0.48731878,0.78969336
0,pop lost,pop lost,pop lost,0.045288786,0.11649377
0,please follow pretty please,pleas cont follow pretti pleas,please follow pretty please,0.8046344,0.8438705
1,love love want make popular,love love want make popular,love love want make popular,0.47695482,0.71808714
0,feeling super study notes need hug,feel super duper studi note need hug,feeling super study note need hug,0.13159774,0.041113365
0,quot tv quot finally finished knew would take hours,quot tv quot final finish knew would take hour,quot tv quot finally finished knew would take hour,0.25772497,0.5297358
1,course,cours,course,0.95869815,0.92926276
0,woohoo first tweet really need get iphone,woohoo first tweet realli need get iphon,woohoo first tweet really need get iphone,0.20598716,0.88352346
1,date well atleast last one,date well atleast last one,date well atleast last one,0.28795838,0.5993356
0,monday morning rainy outside,awe monday morn raini outsid,monday morning rainy outside,0.29329973,0.15840697
0,room,empti room,room,0.60230935,0.44882858
1,feel bit productive hopefully raise grades fast applied fingers crossed win,feel bit product hope rais grade fast appli finger cross win,feel bit productive hopefully raise grade fast applied finger crossed win,0.014843353,0.7145802
1,lol really sleep minutes amp woke must late power nap cause midnight,lol realli sleep minut amp woke must late power nap caus midnight,lol really sleep minute amp woke must late power nap cause midnight,0.0053329286,0.5545251
0,umm taylor young feel like also dad ways,umm taylor lautner young feel like also dad seek way embarrass,umm taylor young feel like also dad way,0.44223887,0.67166746
0,teeth hurting cant eat,teeth hurt cant eat appl,teeth hurting cant eat apple,1.7357763e-05,0.0046466338
0,love call tomorrow let know everything going ok yer car,love call tomorrow let know everyth go everyth ok yer car,love call tomorrow let know everything going ok yer car,0.4941448,0.7083663
1,germany loved twice times,germani love twice time,germany loved twice time,0.5838374,0.8295006
0,fml joke ugh,fml joke ugh,fml joke ugh,0.012650922,0.020857483
0,love bad barely see lighting good hope ha,love bad bare see light good hope ha,love bad barely see lighting good hope ha,0.7050398,0.5202602
0,gah uk sucks,gah uk suck,gah uk suck,3.5591536e-05,0.010060001
0,another person lol single years,anoth person lol singl year,another person lol single year,0.53844416,0.44146615
0,boring day today friends gone,bore day today friend gone,boring day today friend gone,0.047131833,0.052458737
1,rainy evening nap turned hours,raini even nap turn hour,rainy evening nap turned hour,0.16850317,0.17661919
1,awake day bored lol,awak day bore lol,awake day bored lol,0.13617142,0.17769808
0,im really sad get warped hopefully still go,im realli sad get warp hope still go,im really sad get warped hopefully still go,0.025204487,0.021112679
0,think cause get,think caus get,think cause get,0.34181267,0.32801616
1,hmm sleeping making awesome cd,hmm sleep make awesom cd mix,hmm sleeping making awesome cd mix,0.64717233,0.92446536
1,fly heart selena,fli heart selena,fly heart selena,0.98753536,0.7842284
0,didnt get see time today going chill house get away,didnt get see time today go chill hous get away,didnt get see time today going chill house get away,0.19677879,0.28143305
1,getting tomorrow college graduate busy weekend,get tomorrow colleg graduat busi weekend,getting tomorrow college graduate busy weekend,0.41222796,0.32590762
0,even hear daughter really want bother anyway yay,even hear daughter realli want bother anyway yay,even hear daughter really want bother anyway yay,0.783889,0.7268985
0,man single life really sucks im sick get nobody take care,man singl life realli suck im sick get nobodi take care,man single life really suck im sick get nobody take care,0.016226755,0.042439915
1,lmao good luck work thumbs,lmao good luck chica work thumb,lmao good luck work thumb,0.77120113,0.95839936
1,weekend thinking,weekend think,weekend thinking,0.58439624,0.5822162
0,stressing,stress,stressing,0.11185404,0.045408364
0,vids,vid bum,vids,0.8733591,0.96127826
0,aww quite good sleep wonder head hurts sex tweet last night,aww quit good sleep wonder head hurt sex tweet last night,aww quite good sleep wonder head hurt sex tweet last night,0.10265119,0.46710116
0,hunt new access sucks damn games,hunt new access suck damn game,hunt new access suck damn game,0.027469946,0.04111895
0,yep cried first time realizing hardly see anymore work late sad,yep cri first time realiz hard see anymor work late sad,yep cried first time realizing hardly see anymore work late sad,0.00012586474,0.011023942
